transaction_id,items
180,G001|G002|G003|G011|G013|G014|G018
181,G007|G010|G016|G017
182,G007|G009|G011|G013
183,G001|G002|G004|G010
184,G007|G009|G010
185,G003|G014|G016|G017|G018
186,G001|G002|G003|G005|G011
187,G002|G003|G004|G006|G010|G013
188,G008|G009|G013|G015|G017
189,G001|G004|G016|G017
190,G001|G002|G003|G008|G009|G010|G013
191,G001|G006|G009|G010|G013
192,G002|G003|G004
193,G001|G002|G003|G015
194,G006|G010|G011
195,G001|G004|G005|G006|G011|G017|G018
196,G002|G003|G008|G009|G016|G017
197,G008|G010|G013
198,G007|G008|G009|G014|G018
199,G002|G008|G009|G016
200,G001|G002|G003|G007|G008|G009|G015
201,G001|G004|G007|G008|G012|G015
202,G002|G003|G007|G010|G011|G017
203,G001|G002|G007|G010|G013|G018
204,G001|G004|G017
205,G006|G010|G016|G017
206,G007|G008|G009|G010|G013
207,G001|G002|G003|G015
208,G001|G004|G007|G008|G009
209,G006|G010
210,G001|G002|G003|G013|G014
211,G012|G016|G017
212,G001|G015|G016
213,G001|G002|G003
214,G001|G002|G010|G013
215,G001|G002|G003|G010|G013
216,G002|G003|G010|G013
217,G001|G002|G013
218,G007|G008|G009|G014|G018
219,G004|G005|G014
220,G002|G003|G011|G013|G018
221,G001|G004|G005|G014
222,G007|G011|G013|G017
223,G006|G010
224,G004|G005|G007|G008|G013|G014|G016
225,G006|G008|G009|G010|G011|G013
226,G001|G004|G008|G010|G013
227,G001|G006|G010|G013|G015
228,G006|G014|G018
229,G007|G009|G011|G013
230,G009|G014|G017
231,G002|G003|G013
232,G002|G003|G011|G013
233,G001|G015
234,G001|G007|G008|G009|G013|G017
235,G018
236,G001|G010|G012|G015
237,G001|G002|G003|G010|G013
238,G007|G011
239,G005
240,G002|G003|G010|G013
241,G001|G016
242,G001|G002|G003
243,G001|G002|G003|G004|G005|G006|G010
244,G001|G002|G003
245,G002|G003|G016|G017|G018
246,G005|G016|G017|G018
247,G001|G007|G015
248,G006|G018
249,G001|G002|G005|G010|G013|G015|G017
250,G001|G008|G009|G010|G012|G013|G015
251,G001|G002|G003|G011|G013
252,G017
253,G003|G014
254,G010|G014|G018
255,G005|G014|G016|G017
256,G002|G006|G009|G013|G017
257,G006|G010|G017
258,G010|G013|G017
259,G001|G002|G003|G016|G017
260,G005|G011|G013|G014
261,G004|G005|G007|G014
262,G001|G008|G009|G015|G016
263,G004|G008|G009|G018
264,G014|G017|G018
265,G002|G003|G011|G013
266,G006|G010|G016|G017
267,G001|G003|G005|G009|G014|G017
268,G004|G007|G008|G009|G016|G017
269,G002|G003|G010|G012|G016
270,G002|G003|G011|G013
271,G006|G010|G014|G018
272,G002|G003|G004|G007|G014
273,G007|G008|G009|G016|G017
274,G001|G002|G003
275,G001|G004|G006|G013|G016
276,G007|G008|G009|G015|G017
277,G017
278,G003|G013|G018
279,G003|G004
280,G001|G002|G003
281,G001|G003|G011|G015|G016
282,G006|G010|G011|G013
283,G001|G004|G015|G016
284,G001|G006|G010|G011|G013|G015
285,G001|G003|G004|G007|G012|G017
286,G001|G002|G003|G010|G013
287,G001|G015|G016|G017
288,G001|G002|G003|G004
289,G009|G014|G015|G018
290,G001|G011|G015
291,G007|G008|G017
292,G002|G003|G005|G016
293,G010|G012|G013|G016|G017
294,G001|G004|G009|G011|G014|G015
295,G001|G015|G016|G017
296,G006|G007|G009|G010|G015|G016
297,G002|G005|G014
298,G006|G010|G011|G013
299,G001|G016|G018
300,G002|G003|G005|G006|G010|G014
301,G001|G010|G013|G015
302,G002|G003|G010|G011
303,G001|G007|G008|G009|G015|G016|G017
304,G003|G010
305,G001|G004|G005|G014
306,G002|G003|G004|G016|G017
307,G001|G002|G003|G008
308,G001|G002|G005|G009|G014
309,G001|G011|G014
310,G006|G010|G014
311,G001|G002|G003|G007|G008|G009|G016
312,G001|G004|G010|G012
313,G004|G008|G009|G010|G016
314,G002|G003|G005|G007|G009
315,G015
316,G008|G011
317,G008|G009|G010|G012|G016
318,G001|G002|G003|G005
319,G005|G016|G017
320,G002
321,G010|G011|G015
322,G001|G004|G010|G012
323,G005|G013|G014
324,G011|G013|G016|G017
325,G001|G002|G003|G004|G015
326,G001|G015
327,G001|G003
328,G001|G004|G007
329,G006|G010|G011|G012|G013|G016|G017
330,G001|G007|G015
331,G001|G004|G016|G017
332,G002|G003|G011
333,G001|G002|G003|G008|G009
334,G008|G009|G016
335,G007|G008|G009|G014
336,G002|G003|G008|G016
337,G001|G007|G009|G014
338,G001|G004|G006|G010|G011|G013|G016|G017
339,G002|G003|G011|G013
340,G002|G003|G014|G018
341,G001|G002|G003|G007|G009|G016
342,G003|G007|G008|G009|G014|G016|G017
343,G001|G015
344,G002|G003|G010|G014
345,G001|G011|G013|G016|G017
346,G001|G003|G010|G013|G014|G015|G018
347,G003|G007|G008|G009|G011|G013
348,G001|G002|G005
349,G010|G011|G013|G018
350,G006|G011|G013|G015
351,G007|G008|G009|G017
352,G008|G009|G017
353,G001|G016|G017|G018
354,G001|G014|G015|G018
355,G004|G006|G007|G010|G013|G014
356,G001|G002|G003|G005|G014
357,G001|G004|G007|G016
358,G002|G008|G009|G014|G015
359,G001|G005|G010|G013
360,G007|G008|G011|G013
361,G003
362,G001|G005|G011|G013|G016
363,G006|G010
364,G005|G007|G008|G009|G014
365,G002|G003|G016
366,G008|G009|G016|G017
367,G001|G002|G003|G004
368,G002|G003|G004|G008|G009
369,G005|G010|G012|G014
370,G001|G015|G016
371,G010|G013
372,G001|G002|G003|G004|G016
373,G002|G003|G008|G016|G018
374,G004|G007|G008|G009
375,G008|G010
376,G011|G013|G014
377,G008|G010|G016|G017
378,G002|G003
379,G008|G013
380,G001|G004|G011|G013
381,G010|G013
382,G001|G007|G009
383,G001|G002|G003|G007|G008|G009
384,G002|G003|G010|G012
385,G008|G011|G013|G014|G018
386,G008
387,G001|G010|G013|G015
388,G005|G017
389,G001|G015|G018
390,G001|G010|G011|G013|G016
391,G001|G002|G003|G004|G008|G009
392,G001|G007|G011|G015
393,G001|G002|G003|G007|G009|G010|G013|G016
394,G001|G002|G003|G007|G008|G009|G016
395,G002|G003|G005|G008|G009|G017
396,G004|G005|G007|G014
397,G002|G010|G013
398,G001|G002|G004|G007|G010
399,G003|G013|G015
400,G001|G003|G014|G016
401,G001|G007|G008|G009
402,G001|G010|G016|G017
403,G001|G002|G003
404,G002|G003|G004|G010|G013
405,G001|G002|G003|G008|G009
406,G001|G002|G003|G005|G009
407,G007|G008|G009|G011|G013
408,G009|G011|G012|G013
409,G001|G002|G003|G004
410,G001|G004|G005|G014|G018
411,G010|G012|G016|G017
412,G001|G007|G012|G014|G015|G016|G018
413,G008|G009
414,G014|G018
415,G002|G006|G008|G009|G010
416,G005|G014|G015
417,G006
418,G003|G013|G017
419,G004|G017
420,G006|G010|G013|G014|G018
421,G004|G011|G013
422,G002|G003|G011|G013
423,G001|G002|G003|G005|G014
424,G001|G004|G008|G010
425,G007|G008
426,G002|G007
427,G001|G002|G003
428,G002|G003|G005|G010|G014
429,G002|G003|G005|G010|G014|G015
430,G001|G002|G003|G007|G008|G009|G013
431,G001|G003|G004|G007|G013|G017
432,G001|G005|G007|G009|G013|G015
433,G003|G007|G009|G016|G017
434,G001|G004|G006|G013
435,G001|G004|G005|G016
436,G001|G008|G009|G011|G015
437,G002|G005|G016|G017
438,G001|G002|G003|G016|G017
439,G003
440,G001|G014|G016|G017|G018
441,G006|G010|G013
442,G004|G009
443,G001|G002|G003|G006|G010|G013|G016
444,G006|G010|G015
445,G002|G006|G014|G018
446,G004|G007|G014|G018
447,G008|G009|G016|G017
448,G002|G003|G010|G017
449,G001|G006|G011|G012|G013|G015|G018
450,G001|G002|G004
451,G008|G009|G014|G018
452,G003|G008
453,G010|G013|G016|G017
454,G002|G010|G013|G014
455,G004|G007
456,G001|G005|G014|G015|G016|G017
457,G001|G002|G003|G010|G011|G013|G018
458,G002|G003|G006|G010|G016|G017
459,G002|G003|G006|G010
460,G007|G008|G009|G013
461,G005|G010|G013
462,G005|G011|G013|G014
463,G004|G005|G006|G007|G011|G013|G017
464,G001|G004|G011|G012
465,G005|G009|G014
466,G001|G002|G003|G010|G017
467,G002|G003|G014|G018
468,G001|G002|G003|G004|G016|G017
469,G002|G003|G008|G009
470,G002|G003|G009|G017
471,G007|G008|G014|G015|G018
472,G001|G006|G010
473,G002|G010|G015|G016
474,G001|G004|G010|G013
475,G005
476,G007|G008|G009
477,G001|G004|G005|G012|G016
478,G008|G018
479,G010|G014|G018
480,G007|G013|G018
481,G002|G003|G005|G014|G016|G017
482,G003|G006|G015|G018
483,G002|G003|G007|G008|G009
484,G001|G006|G012
485,G001|G002|G003|G009|G016
486,G005|G008|G009
487,G001|G004|G007|G015|G016|G017
488,G015
489,G002|G003|G010
490,G014|G016|G017|G018
491,G008|G009|G010
492,G006|G008|G009|G010|G013
493,G001|G003|G005|G011|G015|G016
494,G001|G002|G003|G010|G013|G016|G017
495,G006|G010|G012
496,G007|G008|G010|G011|G013
497,G001|G002|G003|G012|G014|G015
498,G001|G005|G008|G009|G012|G015
499,G006|G011|G013|G016|G017
500,G001|G004|G015
501,G001|G003|G008|G009|G011|G013
502,G001|G004|G010
503,G001|G004|G007|G011|G013|G018
504,G007|G008|G009
505,G010|G013|G014|G015
506,G004|G007|G010|G013
507,G001|G004|G007|G008|G011|G016
508,G005|G007|G008|G009|G014
509,G007|G008|G009|G010|G013
510,G004|G006|G007|G010|G013
511,G005|G007|G008|G012|G014
512,G002|G003|G010|G011|G013
513,G001|G002|G003|G007
514,G001|G002|G003|G015
515,G001|G003|G013
516,G001|G002|G003|G004|G006|G007|G010
517,G005|G006|G008|G011|G014
518,G001|G002|G003|G016|G017|G018
519,G001|G006|G010|G015
520,G001|G002|G003|G014|G016
521,G009|G011|G013|G014
522,G001|G002|G003
523,G005|G006|G014|G015
524,G004|G005|G007|G009|G011|G016|G017
525,G004|G007
526,G004|G007|G013
527,G005|G008|G009|G014
528,G005|G008
529,G001|G004|G006|G007|G008
530,G008|G009|G010|G013
531,G001|G004|G016|G017
532,G001|G005|G006|G014|G015|G016
533,G001|G003|G007|G008|G009
534,G001|G003|G004|G010|G012|G014|G018
535,G001|G007|G012|G016|G017
536,G003|G014|G018
537,G001|G002|G003|G008|G009
538,G004|G005|G007|G014
539,G001|G002|G003|G011|G013
540,G001|G003|G005|G013
541,G001|G002|G003|G004|G007
542,G002|G003
543,G001|G004|G005|G016
544,G002|G003|G004|G006|G007|G010
545,G010|G012|G013|G014|G015|G018
546,G010|G011|G012|G013|G016|G017
547,G006|G007|G010|G018
548,G001|G002|G004
549,G009|G015
550,G007|G008|G009|G013
551,G002|G008|G014
552,G003|G010|G012|G013|G014
553,G002|G003|G005|G014
554,G004|G016|G017
555,G002|G003
556,G001|G011|G013|G016
557,G002|G005|G006|G010
558,G004|G005|G011|G013|G014
559,G001|G002|G003|G004|G006|G015|G016
560,G001|G004|G007|G014|G016|G017|G018
561,G004|G007
562,G003|G006|G008|G009
563,G008|G011|G015
564,G001|G002|G003|G007|G008|G009
565,G001|G002|G003|G006|G018
566,G005|G006|G010|G014
567,G001|G008|G009|G015|G016
568,G003|G008|G017
569,G002|G003|G011|G013
570,G010|G013|G014|G018
571,G009|G010|G013|G016
572,G004|G007|G018
573,G002|G003|G004|G011|G013|G016
574,G007|G011
575,G004|G005|G006|G007|G010|G014
576,G018
577,G004|G007|G010|G011|G013
578,G004|G007|G014|G016|G017|G018
579,G005|G014|G018
580,G006|G007|G010|G012|G013
581,G001|G002|G009|G014|G016|G018
582,G002|G004|G010|G011|G012|G013|G015
583,G001|G002|G003|G007|G015
584,G003|G004|G007|G016|G017
585,G001|G004|G007|G010|G013|G016
586,G007|G008|G010|G011|G016|G017
587,G001|G002|G003|G017
588,G001|G007|G011|G013
589,G004|G007|G008|G009|G014|G017
590,G008|G009|G010|G013
591,G001|G002|G003|G004
592,G001|G002|G003|G004|G007
593,G005|G009|G017
594,G001|G003|G007|G010
595,G004|G007|G014|G018
596,G001|G004|G007|G008|G009|G016
597,G010|G013|G016|G017
598,G002|G004|G007
599,G014|G017|G018
600,G004|G007|G016|G017
601,G010|G011|G013
602,G014|G018
603,G001|G006|G010|G016
604,G001|G004|G010|G013
605,G007|G008|G009
606,G001|G002|G003|G008|G011|G014
607,G007|G008|G009
608,G003|G007
609,G002|G010|G012|G013
610,G009|G010|G013
611,G001|G002|G003|G004
612,G010|G013
613,G016
614,G005|G006|G010|G014
615,G001|G002|G003|G010|G012
616,G016|G017
617,G001|G004|G015|G016|G017
618,G002|G003|G004|G007|G014|G018
619,G003|G010|G014
620,G006|G010
621,G010|G011|G013|G014|G015
622,G001|G002|G003|G006|G007
623,G008|G009|G011|G013
624,G002|G003|G008|G009|G013|G017
625,G002|G003|G008|G009
626,G004|G005|G011|G013|G014
627,G011|G013
628,G007|G014|G015|G018
629,G005|G010|G013|G014
630,G005|G007|G014
631,G006|G010|G011|G013
632,G006|G010|G012
633,G002|G003|G004|G007|G016|G017
634,G001|G002|G003|G004
635,G016|G017
636,G004|G007|G016|G017
637,G004|G007|G011|G013
638,G002|G013
639,G001|G004|G009|G011|G013
640,G001|G002|G003|G008|G009
641,G001|G004|G007
642,G006|G010|G016|G017
643,G011|G013
644,G013|G014|G017
645,G001|G004|G007|G014|G015|G016|G017|G018
646,G001|G004|G010|G013|G015
647,G009|G010|G011|G013|G017
648,G007|G008|G009|G014|G018
649,G001|G004|G007|G016|G017
650,G001|G016
651,G003|G006|G011|G016
652,G011|G013|G015
653,G002|G003|G007|G008|G009
654,G001|G002|G011|G013|G015
655,G001|G002|G003|G004
656,G004|G005|G008|G018
657,G001|G002|G003|G006|G014|G016|G018
658,G010|G013|G016|G017
659,G002|G003|G004
660,G001|G003|G014|G018
661,G001|G010|G013|G015
662,G002|G010|G013
663,G001|G002|G003|G008|G009
664,G002|G003|G004|G007|G010|G013
665,G001|G008|G009
666,G006|G010|G011|G013
667,G001|G002|G003|G014|G018
668,G008|G009|G011|G013|G016|G017
669,G001|G002|G003|G007|G008|G009|G015
670,G001|G009|G013|G016
671,G013
672,G002|G004|G006|G007|G010|G017
673,G006|G007|G008|G009
674,G015|G016|G018
675,G004|G007|G011|G013
676,G005|G014|G016|G017
677,G001|G004
678,G005|G007|G013
679,G002|G003|G006
680,G002|G004|G007
681,G001|G004|G007|G010|G013
682,G007|G008|G009|G011|G013|G016|G017
683,G004|G006|G007|G010|G014|G018
684,G010|G011|G013|G016|G017
685,G001|G004|G010|G013
686,G005|G010|G014
687,G006|G010|G016|G017
688,G004|G007|G011|G013|G014|G017|G018
689,G009|G013|G014|G016
690,G003|G007
691,G006|G009|G010|G011|G013|G016
692,G005|G013|G014|G015|G018
693,G004|G007|G009
694,G014|G015|G017
695,G003|G009|G011|G013
696,G001|G011|G016|G017
697,G001|G004|G005|G014|G016|G017
698,G001|G004|G010
699,G002|G003|G010|G012|G016|G017
700,G001|G002|G003|G006|G010|G016|G017
701,G008|G009|G014|G018
702,G001|G002|G003|G004|G007
703,G001|G006|G008|G009|G010|G016
704,G002|G003|G010|G012
705,G001|G004|G011|G013
706,G001|G010|G011|G013
707,G007|G008|G009|G011
708,G002|G003|G005|G016
709,G003|G008
710,G001|G005|G016
711,G002|G010|G014|G018
712,G016|G017|G018
713,G001|G003|G009
714,G008|G012|G013|G014|G017
715,G004|G007|G010|G018
716,G001|G004|G005|G011|G013|G014|G016
717,G001|G012|G016
718,G004|G010|G014
719,G003
720,G001|G011|G013
721,G001|G008|G015
722,G001|G002|G010
723,G001|G002|G003|G004
724,G007|G014|G016|G017
725,G001|G002|G003|G010|G016
726,G001|G004|G007|G008|G009
727,G001|G003|G016
728,G005|G007
729,G005|G008|G012|G014|G016
730,G011|G016|G017
731,G001|G011|G013|G015
732,G001|G003|G006|G009|G014|G016|G018
733,G010|G012
734,G001|G006|G010|G015
735,G001|G004|G007
736,G004|G007|G010|G012|G013
737,G011|G013|G014
738,G006|G010|G011|G013
739,G007|G010|G013
740,G002|G003|G004|G007
741,G004|G010|G012
742,G005|G006|G010|G013|G014
743,G014
744,G007|G008|G009|G017
745,G003|G005|G017
746,G002|G003|G005|G014|G016|G017
747,G001|G006|G010|G015|G017
748,G002|G004|G009|G010
749,G001|G002|G003|G011|G013|G015
750,G001|G002|G003|G010|G012|G014|G018
751,G005|G010|G013|G016
752,G002|G003|G005|G006|G010|G013|G014
753,G006|G010|G011|G013|G016
754,G002|G003|G004|G005|G015
755,G006|G012
756,G001|G004|G006
757,G011
758,G001|G002|G004|G014|G015
759,G005|G006|G008|G009|G010|G014|G015
760,G001|G004|G010|G012
761,G002|G003|G005|G013|G014
762,G005|G010|G012|G013|G014
763,G001|G004|G013|G017
764,G004|G007
765,G002|G003|G014|G018
766,G001|G002|G003|G004|G016|G017
767,G002|G004|G008|G011|G013|G016|G017
768,G008|G009|G011|G015
769,G011|G013|G016|G017
770,G001|G002|G009|G011|G015
771,G002|G003|G013
772,G010|G011|G013
773,G002|G003|G004|G007|G017
774,G007|G008|G009
775,G010|G012|G015
776,G002|G003|G004|G007
777,G002|G003|G005|G010|G013|G014
778,G001|G016
779,G001|G004|G007|G008|G009
780,G014|G016|G017|G018
781,G001|G002|G003|G008|G010|G011|G013
782,G001|G002|G003|G011
783,G002|G007
784,G004|G006|G007|G010|G016
785,G002|G003|G013
786,G001|G011|G013|G015
787,G004|G007
788,G003|G011|G013|G014|G015
789,G002|G003|G011|G013
790,G001|G004|G005|G014|G016
791,G001|G010|G013|G016
792,G002|G003|G006|G010|G013|G016|G017
793,G001|G006|G010|G016
794,G004|G016|G017|G018
795,G003|G005|G006|G010|G013|G017
796,G002|G003|G010|G013
797,G003|G009|G010|G013|G014|G016
798,G002|G003|G010|G011|G013
799,G008|G009|G016|G017
800,G001|G004|G005|G007|G014|G016
801,G001|G004|G010|G013|G016
802,G001|G002|G003|G004|G008|G009
803,G007|G008|G009|G010|G011|G013
804,G001|G005|G010|G014|G015
805,G004|G010|G013
806,G004|G005|G007|G010|G014
807,G007|G011
808,G001|G004|G006|G007|G010|G016
809,G004|G005|G008|G011
810,G001|G002|G014
811,G004|G006|G007|G008|G010|G012|G017
812,G005|G014
813,G001|G014|G016|G018
814,G001|G002|G003|G006
815,G004|G010|G011|G012|G016
816,G001|G002|G007|G011|G013
817,G004|G007|G014|G018
818,G001|G004|G006|G007|G010|G013|G016
819,G014|G016|G017|G018
820,G002|G004|G008|G009|G010|G013|G017
821,G001|G002|G003|G004
822,G008|G010|G013|G014
823,G004|G011|G013|G016|G017
824,G001|G011|G016
825,G004|G007|G016|G017
826,G005|G014|G018
827,G001|G016|G017
828,G001|G003|G004|G007|G008|G009|G015
829,G004|G007|G017
830,G002|G003
831,G009|G018
832,G006|G008|G011|G013|G017
833,G001|G003|G004|G010
834,G008|G009|G010|G013
835,G002|G007|G008
836,G001|G004|G010|G013|G015
837,G001|G004|G011|G013|G015
838,G010|G011|G013
839,G001|G013|G014|G015|G016
840,G001|G004|G011
841,G001|G004|G010|G013|G016
842,G001|G002|G003|G004|G006|G010
843,G013|G015|G018
844,G001|G002|G004|G013
845,G005|G008|G010|G013|G014|G018
846,G004|G016
847,G010|G011
848,G001|G004|G012|G015|G017
849,G001|G002|G003|G015
850,G001|G004|G015
851,G008|G009
852,G002|G004|G007|G016|G017
853,G010|G014|G015|G018
854,G002|G003|G014|G017
855,G001|G005|G007|G014
856,G007|G010
857,G001|G003|G005|G007|G014|G015|G016
858,G005
859,G002|G003|G005|G014|G016|G017|G018
860,G002|G003|G007|G012|G013
861,G002|G003|G015
862,G002|G003|G006|G010|G014|G016|G017|G018
863,G001|G003|G004|G007|G010|G012
864,G001|G002|G003|G004|G007|G014|G015
865,G002|G003|G010|G012|G013
866,G002|G003|G011|G013|G015|G017|G018
867,G001|G002|G003|G015|G017
868,G009|G010|G013|G018
869,G001|G002|G003|G016
870,G007|G013|G014
871,G001|G007|G008|G009|G010|G013|G015
872,G011|G013
873,G001|G002|G003|G010|G012|G016|G017
874,G005|G006|G009|G010|G013|G016|G017
875,G007|G008|G009
876,G001|G002|G003|G004|G010|G012|G017
877,G001|G002|G012
878,G001|G004|G007
879,G005|G008|G009|G014|G018
880,G001|G004|G014|G015
881,G001|G004|G006|G010|G012
882,G001|G005|G014|G016
883,G013|G016|G017
884,G002|G003|G010|G013|G014|G018
885,G002|G003|G016|G017
886,G003|G005|G006|G008|G009|G010|G014
887,G010|G013|G017
888,G010|G013
889,G008|G009|G010|G013
890,G001|G002|G003|G010|G016|G017
891,G002|G003|G016|G017
892,G002|G003|G004|G013|G015|G016|G017
893,G001|G004|G014|G018
894,G004|G007|G013|G014
895,G003|G006|G009|G013|G016|G017|G018
896,G007|G010|G013
897,G001|G004|G005|G007|G011|G013|G014|G016
898,G005|G014|G018
899,G010|G011|G013
900,G004|G006|G007|G010
901,G001|G012|G016
902,G007|G008|G009|G013|G015
903,G001|G006|G010|G016|G017
904,G004|G007|G010|G011|G013
905,G010|G011|G013
906,G002|G008
907,G001|G004|G005|G017
908,G005|G008|G010|G012|G014
909,G001|G004|G012
910,G001|G005|G015|G018
911,G001|G004|G005|G014
912,G004|G005|G006|G010|G016|G017
913,G006|G010
914,G002|G003|G009
915,G002|G005|G008|G014
916,G001|G003|G005|G006|G008|G009|G011
917,G006|G010|G014|G018
918,G009|G012|G014
919,G001|G002|G003|G004|G016|G017
920,G008|G013
921,G001|G002|G003|G010|G017
922,G001|G009
923,G001|G005|G008|G009|G010|G013|G015
924,G010|G011|G013|G015
925,G001|G005|G006
926,G002|G003|G011
927,G002|G003|G011
928,G005|G008|G009|G013
929,G001|G011|G013|G015
930,G002|G003|G010|G013|G017
931,G001|G004|G013
932,G001|G002|G003|G015
933,G001
934,G004|G007|G010|G011|G012|G013
935,G001|G002|G003|G010|G012|G015
936,G002|G003
937,G001|G005|G014|G015
938,G001|G004|G010|G015
939,G004|G007|G009|G012|G015|G016|G017
940,G002|G003|G012|G014
941,G001|G008|G009|G015|G016|G017
942,G001|G002|G003
943,G001|G004|G014
944,G001|G008|G009|G010|G013|G016
945,G004|G007|G008|G009|G011|G013
946,G001|G005|G006|G008|G010|G016
947,G001|G002|G003|G004|G005|G011|G013|G014
948,G001|G006|G010
949,G004|G007|G008|G016
950,G001|G010|G012
951,G006|G010|G013|G014|G018
952,G001|G005|G011|G013|G014|G018
953,G008|G009|G011|G013
954,G007|G013
955,G010
