transaction_id,items
453,O010|O014|O017
454,O001|O012|O013
455,O010|O011|O012|O013|O014|O015
456,O003|O010|O017|O018
457,O013|O016|O017
458,O010|O012|O013|O017
459,O001|O002|O004|O005
460,O004|O007
461,O016
462,O003|O006|O012|O013
463,O010|O016
464,O002|O018
465,O001|O002|O012|O013|O014|O015|O018
466,O006|O010|O015
467,O004|O005|O012|O013|O014
468,O003|O004|O005
469,O001|O002|O008|O012|O013|O017
470,O009
471,O003|O006|O007|O008|O013
472,O001|O002|O006|O016
473,O006|O016
474,O015|O018
475,O004|O005|O012|O013|O014
476,O007|O009|O010|O011|O014
477,O002|O003|O004|O007|O018
478,O001|O004
479,O001|O010|O014|O015
480,O003|O005|O013
481,O004|O006|O016
482,O014|O015
483,O001|O002|O003|O006|O010|O016
484,O001|O007|O008|O010
485,O007|O008|O009
486,O003|O006|O018
487,O010|O014|O015|O017
488,O004|O014
489,O003|O004|O005|O012|O013
490,O002|O007|O009|O018
491,O001|O006|O007|O009
492,O003|O004|O005
493,O001|O004|O005|O010|O014
494,O005|O007|O012|O013
495,O001|O010|O017
496,O001|O002|O008|O011
497,O007|O008|O009|O014|O015
498,O003|O007|O009|O010|O017|O018
499,O003|O004|O005|O010|O017
500,O001|O002|O010|O017
501,O003|O006|O012|O014
502,O001|O003|O005|O006|O014|O016|O018
503,O001|O006|O010|O011|O016
504,O007|O008
505,O002|O004|O005|O014|O018
506,O007|O009|O014|O015
507,O002|O014|O015|O018
508,O002|O005|O018
509,O005|O007|O009
510,O004|O005|O010|O011|O012|O013|O014
511,O005|O006|O016|O017
512,O014|O015|O018
513,O001|O002|O003|O004|O005|O006|O016
514,O002|O010|O013|O016|O017
515,O001|O003|O005|O010|O014
516,O001|O002|O003|O018
517,O003|O006
518,O001|O002|O003|O004|O005|O014|O018
519,O006|O007|O008|O016
520,O003|O004|O005|O012
521,O003|O007|O018
522,O003|O004|O006|O010|O015
523,O001|O002|O003|O018
524,O001|O007|O008|O018
525,O003|O007|O008|O018
526,O001|O002|O009|O018
527,O005|O011|O013|O014
528,O002|O005
529,O003|O006|O007|O008|O013
530,O003|O004|O005|O010|O014|O017
531,O007|O008|O009|O010|O012|O013|O017
532,O001|O002|O004|O013|O016
533,O007|O009|O010|O011|O012|O013
534,O001|O007|O010
535,O007|O008|O010|O014|O015
536,O002|O007|O009|O018
537,O004|O005|O014
538,O004|O005|O006|O014|O016
539,O002|O007|O008|O014|O016|O018
540,O002|O007|O008|O009|O010|O011|O018
541,O007|O009|O010|O014|O015|O017
542,O007|O009|O012|O013|O018
543,O012|O013|O014
544,O008|O010|O014|O017
545,O001|O008|O010|O011|O012
546,O008|O010
547,O013
548,O007|O008|O010|O011
549,O002|O010|O016|O017
550,O002|O003|O007|O008
551,O001|O010|O015|O016
552,O003|O004|O005|O010|O011
553,O006|O009|O014|O015
554,O001|O005|O011|O018
555,O001|O010|O016
556,O006|O008|O016|O017
557,O001|O002|O010|O018
558,O002|O012|O013|O018
559,O004|O014
560,O007|O012|O013|O016
561,O001|O003|O004|O005|O010|O012
562,O002|O003|O004|O006|O010|O016|O018
563,O003|O004|O007|O008|O009|O018
564,O003|O004|O005
565,O001|O006|O010|O016
566,O003|O004|O005|O007|O008|O012|O013|O014|O018
567,O004|O005|O006|O009|O013|O014|O016
568,O010|O015
569,O010|O017
570,O001|O003|O010|O011
571,O001
572,O001|O002|O006|O016
573,O007|O009|O010|O012|O013
574,O015|O018
575,O001|O002|O007|O010|O018
576,O012|O013
577,O001|O002|O012|O013|O018
578,O010|O011|O017
579,O005|O008
580,O010|O017
581,O001|O002|O004|O005|O014
582,O004|O005|O010|O014|O017
583,O004|O005|O006
584,O003|O004|O005|O007|O009
585,O001|O004|O005|O007|O008
586,O003|O018
587,O002|O003|O005
588,O001|O002|O018
589,O005|O010|O017
590,O007|O008|O016
591,O005|O008|O017
592,O010|O011|O014|O015|O018
593,O001|O002
594,O002|O004
595,O004|O012|O018
596,O007|O008|O014|O018
597,O016
598,O002|O003|O004|O005|O018
599,O004|O010|O014|O017
600,O005|O006|O014|O016
601,O005|O007|O008|O010|O017|O018
602,O001|O002|O005|O006|O016
603,O007|O008|O009
604,O012|O013
605,O003|O015|O018
606,O003|O004|O005|O012|O013
607,O001|O002|O006|O016|O018
608,O002|O003|O016
609,O003|O006|O007|O013|O015|O016
610,O003|O004|O005|O006|O016
611,O005|O014|O015|O018
612,O001|O007|O008|O009|O010|O011
613,O008|O009|O014
614,O002|O003|O013|O018
615,O003|O004|O009|O014
616,O001|O002|O004|O008|O010
617,O002|O003|O006|O018
618,O003|O017
619,O003|O006|O013|O016
620,O003|O004|O005|O018
621,O004|O005|O007|O009|O014
622,O001|O002|O012|O013
623,O001|O002|O010|O015|O016|O018
624,O007|O008|O014|O015
625,O002|O007|O008|O009|O010|O012|O014
626,O003|O005|O008|O018
627,O010|O012|O013|O017
628,O001|O002|O006
629,O003|O006|O010|O017
630,O007|O009|O012|O013
631,O001|O002|O007|O008|O010|O018
632,O004|O005|O010|O014|O015|O017
633,O003|O010|O012|O013
634,O002|O010|O013|O018
635,O002|O014
636,O001|O003|O007|O008|O009|O012|O016
637,O006|O007|O009|O013|O016
638,O004|O005|O008|O015
639,O002|O006|O016|O018
640,O003|O006|O007|O009|O017|O018
641,O004|O005|O006|O014|O016
642,O003|O004|O005|O006|O015|O016|O018
643,O004|O005|O007|O009|O014
644,O004|O005|O011
645,O002|O007|O008|O009|O011|O012|O013
646,O002|O003|O004
647,O003|O004|O005|O006|O014|O015
648,O007|O008|O010|O011
649,O002|O004|O005|O009
650,O007|O009|O010|O014|O015
651,O007|O008|O009|O010|O017
652,O003|O004|O005|O014|O015
653,O004|O006|O012|O013
654,O003|O004|O005|O007|O008|O009
655,O004|O005|O008|O015
656,O003|O004|O005|O008|O010|O011|O014
657,O007|O008|O018
658,O003|O004|O005|O010|O011|O017
659,O007|O009|O014|O015
660,O002|O007|O018
661,O007|O009|O010|O012|O013|O017
662,O001|O002|O007|O013
663,O002|O005
664,O002|O003|O006|O015|O018
665,O001|O002|O003|O010|O013|O017|O018
666,O001|O002|O003|O004|O005|O018
667,O015
668,O007|O008|O010|O017
669,O003|O004|O005|O010|O011|O012|O014
670,O004|O011|O012
671,O001|O006|O011|O016|O018
672,O010|O012|O013|O017
673,O001|O002|O007|O009|O013|O018
674,O003|O006|O012|O016
675,O006|O007|O014|O016
676,O001|O002|O004|O005|O007|O015
677,O004|O006|O007|O008|O016
678,O010|O017
679,O002|O004|O005|O014|O015|O018
680,O003|O006|O007|O009
681,O001|O002|O003|O004|O014|O015
682,O002|O014|O015|O018
683,O007|O013|O014|O015
684,O009|O014|O015|O018
685,O010|O012|O013|O017
686,O001|O002|O004|O005|O010|O011|O014|O015
687,O004|O011|O013|O015
688,O007|O008|O009|O012|O013
689,O003|O006|O014|O015
690,O001|O002|O014|O015|O018
691,O003
692,O001|O002|O004|O005|O010|O014|O018
693,O003|O004|O005|O010|O013
694,O003|O005|O007|O008|O012
695,O006|O010|O011|O012|O013|O015|O018
696,O009|O014|O015|O016
697,O007|O008|O009
698,O001|O002|O004
699,O003|O008|O010
700,O004|O009|O010|O014
701,O004|O005|O014
702,O002|O006|O007|O009|O014|O016|O018
703,O003|O007
704,O006
705,O002|O003|O010|O017|O018
706,O007|O008|O016
707,O004|O007|O008|O018
708,O008
709,O003|O010
710,O001|O006|O012|O013|O014
711,O005|O009|O014|O018
712,O004|O005|O007|O014|O017
713,O002|O003|O004|O005|O008|O009|O014
714,O003|O010|O014|O015|O017
715,O001|O002|O007|O008|O012|O013|O014|O015
716,O004|O005|O012|O013|O014
717,O001|O006|O009|O010|O016
718,O001|O002|O006|O016
719,O007|O008|O009
720,O006|O014|O015|O016
721,O003|O012|O013|O014|O018
722,O001|O003|O018
723,O006|O015
724,O007|O009|O010|O017
725,O001|O008|O010
726,O003|O005|O010|O017
727,O002|O007|O009|O018
728,O004|O005|O007|O008|O009|O014|O015
729,O002|O003|O018
730,O010|O017
731,O001|O003|O006
732,O003|O007|O008|O015
733,O003|O004|O005|O012|O013
734,O002|O005|O008
735,O001|O002|O006|O009|O013|O016
736,O004|O005|O008|O009|O014
737,O002|O007|O009|O012
738,O001|O002|O010|O014|O015|O017|O018
739,O001|O002|O003|O004|O005
740,O003|O007|O008
741,O001|O002|O006|O010|O016|O018
742,O002|O010|O014|O017
743,O004|O005|O006|O007|O008|O014|O016
744,O003|O004|O005|O012|O014|O015
745,O003|O004|O005|O006|O014|O016
746,O004|O016
747,O010|O013
748,O001|O002|O007|O008|O009|O010
749,O001|O006|O010|O014|O015|O016
750,O004|O005|O013|O018
751,O010|O014|O015|O017
752,O003|O004|O007|O009|O014
753,O001|O004|O005|O014|O015
754,O012|O013|O014
755,O006|O010|O015|O017
756,O001|O004|O005|O009|O018
757,O004|O005|O007|O008|O014
758,O001|O002|O010|O017|O018
759,O002|O007|O011|O012|O013|O016
760,O003|O006|O010
761,O010
762,O007|O008|O010|O011|O014
763,O002|O003|O004|O007|O018
764,O007|O009|O012|O013
765,O001|O007|O009
766,O001|O002|O003|O004|O005|O014|O015
767,O003|O004|O005|O016
768,O004|O005|O007|O008|O009|O011|O014
769,O003|O007|O008|O012|O013
770,O003|O010|O011|O018
771,O008|O009|O010|O011|O014|O015|O016
772,O006|O012|O013|O016
773,O001|O002|O003|O006|O016|O018
774,O001|O007|O008|O011|O016
775,O001|O002|O006|O010|O016
776,O001|O002|O003|O004|O005|O010|O016
777,O001|O007|O008|O011
778,O003|O006
779,O007|O010
780,O003|O005|O007|O009|O010|O014
781,O003|O004|O005|O006|O012|O013|O016
782,O003|O007|O009|O010
783,O001|O002|O003|O006
784,O001|O002|O003|O006|O009|O012|O018
785,O001|O002|O010|O011|O014|O015
786,O003|O006|O014|O016
787,O003|O005
788,O003|O004|O013
789,O001|O002|O007|O010|O011|O016
790,O002|O009|O010|O018
791,O004|O005|O007|O008|O014|O015
792,O011|O015|O016
793,O006|O014|O015
794,O003|O014|O015|O018
795,O003|O004|O005|O009|O014
796,O001|O005|O006|O012|O014|O015|O016
797,O003|O004|O014|O016
798,O006|O007|O016|O018
799,O007|O008
800,O002|O003|O004|O005|O018
